DATA_KEY,SERIES_NAME,SERIES_NAME_SHORT,QUANTITY,ORIG_UNIT,INFO,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
DV.VS.DFPI.IN.NO,Domestic food price volatility (index),Domestic food price volatility,,index,The Domestic Food Price Volatility is a measure of variation of the Domestic Food Price Level Index. It has been computed as the Standard Deviation (SD) of the deviations from the trend over the previous five years.,ILO and World Bank ICP (International Comparison Project),"FAO, Statistics Division",raw,DV,6125,21029,,,undernourishment
DV.VS.FPV.IN.SH,Per Capita food production variability (index),Per Capita food production variability,,index,"Per capita food production variability corresponds to the variability of the net food production value in constant 2004-2006 1000 International $ (Net Food PIN) divided by the population number as from UN 2010 estimates. Variability is based on the trend of the Net Food PIN per capita over the period 1985 to 2010 and corresponds to the standard deviation of the deviation from the trend over a period of 5 years. Missing values for Eritrea/Ethiopia, former Yugoslavia and Caucasus countries for 1985 to 1992 are estimated backward using the share of the value of food production of each country in the total value of the region it belonged to prior to 1992. ",FAO,"FAO, Statistics Division",raw,DV,6130,21030,,,undernourishment
DV.VS.FSV.IN.SH,Per Capita food supply variability (index),Per Capita food supply variability,,index,Food supply variability correspond to the variable Food supply total in kcal/person/day as estimated by the FAO Statistic Division. The variability is obtained as the standard deviation over 5 years of the deviation from the trend of per capita food supply observed during the period 1990 to 2010. ,FAO,"FAO, Statistics Division",raw,DV,6130,21031,,,undernourishment
DV.VS.FIME.FE.SH,Value of food imports over total merchandise exports (percent),Value of food imports over total merchandise exports,,percent,Value of food (excl. fish) imports over total merchandise exports. The indicator is calculated on 3 year averages.,FAO,"FAO, Statistics Division",raw,DV,6121,21033,,,undernourishment
DV.VS.PS.IN.NO,Political stability and absence of violence/terrorism (index),Political stability and absence of violence/terrorism,,index,"Political stability and absence of violence measures perceptions of the likelihood that the government will be destabilized or overthrown by unconstitutional or violent means, including politically-motivated violence and terrorism.",WorldWide Governance Indicators,"FAO, Statistics Division",raw,DV,6125,21032,,,undernourishment
DV.VS.CIDR.IN.NO,Cereal import dependency ratio (percent),Cereal import dependency ratio,,percent,Cereal imports/(cereal production+cereal import-cereal export). The indicator is calculated on 3 year averages.,FAO,"FAO, Statistics Division",raw,DV,6121,21035,,,undernourishment
DV.VS.AEI.IN.SH,Percent of arable land equipped for irrigation (percent),Percent of arable land equipped for irrigation,,percent,Percent of arable land equipped for irrigation. The indicator is calculated on 3 year averages.,FAO,"FAO, Statistics Division",raw,DV,6121,21034,,,undernourishment
QC.PRD.CRLS.TN.NO,Cereals production (tonnes),Cereals production,,tonnes,See 'Cereals' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1717,,,"cereals, production"
QC.PRD.CRLS.TN.SHP,Cereals production per capita (tonne/cap),Cereals production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.PRD.CRLS.TN.GR10,Cereals production annual growth (percent),Production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.PRD.CRLS.TN.GR11,Cereals production annual growth (percent),Production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.RHRV.CRLS.HA.NO,Cereals harvested area (ha),Cereals harvested area,,ha,See 'Cereals' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1717,,,"cereals, production"
QC.RHRV.CRLS.HA.GR10,Cereals harvested area annual growth (percent),Harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.RHRV.CRLS.HA.GR11,Cereals harvested area annual growth (percent),Harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.YIELD.CRLS.HG.NO,Cereals yield (hg/ha),Cereals yield,,hg/ha,See 'Cereals' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1717,,,"cereals, production"
QC.YIELD.CRLS.HG.GR10,Cereals yield annual growth (percent),Yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.YIELD.CRLS.HG.GR11,Cereals yield annual growth (percent),Yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cereals, production"
QC.PRD.CRSGRN.TN.NO,Coarse grain production (tonnes),Coarse grain production,,tonnes,See 'Coarse grain' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1814,,,"coarse grain, production"
QC.PRD.CRSGRN.TN.SHW,"Coarse grain production, share of world",Coarse grain production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.PRD.CRSGRN.TN.SHP,Coarse grain production per capita (tonne/cap),Coarse grain production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.PRD.CRSGRN.TN.GR10,Coarse grain production annual growth (percent),Coarse grain production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.PRD.CRSGRN.TN.GR11,Coarse grain production annual growth (percent),Coarse grain production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.RHRV.CRSGRN.HA.NO,Coarse grain harvested area (ha),Coarse grain harvested area,,ha,See 'Coarse grain' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1814,,,"coarse grain, production"
QC.RHRV.CRSGRN.HA.SHW,"Coarse grain harvested area, share of world",Coarse grain harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.RHRV.CRSGRN.HA.SHL,"Coarse grain harvested area, share of agricultural land",Coarse grain harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.RHRV.CRSGRN.HA.GR10,Coarse grain harvested area annual growth (percent),Coarse grain harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.RHRV.CRSGRN.HA.GR11,Coarse grain harvested area annual growth (percent),Coarse grain harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.YIELD.CRSGRN.HG.NO,Coarse grain yield (hg/ha),Coarse grain yield,,hg/ha,See 'Coarse grain' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1814,,,"coarse grain, production"
QC.YIELD.CRSGRN.HG.GR10,Coarse grain yield annual growth (percent),Coarse grain yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.YIELD.CRSGRN.HG.GR11,Coarse grain yield annual growth (percent),Coarse grain yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"coarse grain, production"
QC.PRD.RICE.TN.NO,Rice (paddy) production (tonnes),Rice production,,tonnes,See 'Rice (paddy)' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,27,,,"rice, production"
QC.PRD.RICE.TN.SHP,Rice (paddy) production per capita (tonne/cap),Rice production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"rice, production"
QC.PRD.RICE.TN.GR10,Rice (paddy) production annual growth (percent),Rice production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"rice, production"
QC.PRD.RICE.TN.GR11,Rice (paddy) production annual growth (percent),Rice production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"rice, production"
QC.RHRV.RICE.HA.NO,Rice harvested area (ha),Rice harvested area,,ha,See 'Rice (paddy)' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,27,,,"rice, production"
QC.RHRV.RICE.HA.GR10,Rice harvested area annual growth (percent),Rice harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"rice, production"
QC.RHRV.RICE.HA.GR11,Rice harvested area annual growth (percent),Rice harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"rice, production"
QC.YIELD.RICE.HG.NO,Rice yield (hg/ha),Rice yield,,hg/ha,See 'Rice (paddy)' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,27,,,"rice, production"
